URL,Text,Keyword
https://bsky.app/profile/callmemeadow.bsky.social/post/3m5hi4r4lps2f,"Ah, I see
@kas1a.bsky.social is a transphobic account that skates by as seemingly left-leaning in other respects

(Hey, @alchemistsstudio.bsky.social @sylvietg.me just wanted to let you know you're following a transphobe
Seems odd, given what I know of you both)",you can't change sex
https://bsky.app/profile/astralexistence.bsky.social/post/3m5ewvdgmts2a,It's interesting how many TME trans people find the idea that you can’t just change your sex affirming for some dumb fucking reason,you can't change sex
https://bsky.app/profile/oskar-p.bsky.social/post/3m5cn3ddrgc2v,"A) We can disregard the gamete production although a simple Google search could inform you it's true.
B) How does the fact that the chromosome rule has exceptions have anything to do with trans women and the fact that humans can't change their sex?",you can't change sex
https://bsky.app/profile/l3thia.bsky.social/post/3m55fydo2gk2x,"""you can't change your sex"" is manifestly a much less trans-friendly belief than ""you can change your sex with hormones and surgery""",you can't change sex
https://bsky.app/profile/uaetodaynews.bsky.social/post/3m6ke5cbrkk2r,"‘World’s Strongest Woman’ stripped of title in transgender scandal — RT World News

The competition’s organizers have discovered that US athlete Jammie Booker was born male The winner of the 2025 World’s Strongest Woman competition has been stripped of the title after organizers discovered Jammie…",born male
https://bsky.app/profile/arxivofourminds.bsky.social/post/3m6kaqsfzxk26,‘World’s Strongest Woman’ stripped of title in transgender scandal after competition’s organizers discovered that U.S. athlete Jammie Booker was born male after closer inspection showed her 7 inch protruding clitoris was actually a penis. fitnessvolt.com/jammie-booke... [Article redacted],born male
https://bsky.app/profile/katie-pinns.bsky.social/post/3m6jtphvpfs2h,"Legally, transexual women are protected under the gender recognition act. And you saying that people who were born male have more of an entitlement to womens rights that females, again, is misogynistic",born male
https://bsky.app/profile/dustysevens.bsky.social/post/3m6hvqiln7s25,"the transphobic comedy writer who was born a biolgical male and idintifies as a biological male...
etc",born male
https://bsky.app/profile/dustysevens.bsky.social/post/3m6hvgvrvas25,"and obviously from the fucking pro trans bbc...  
""who was born a biological male but identifies as a woman""
how did we get to being so terrible si fast... what a fucking rotten thing to do",born male
https://bsky.app/profile/esqueer.net/post/3m6hsomourc2i,"The evolution of the BBC article on Graham Linehan's conviction and how it describes the trans victim of this crime is beyond atrocious. They actively went out of their way to dehumanize the victim here. They removed all pronouns for her and gendered honorifics such as ""Ms.""",born male
https://bsky.app/profile/ninjabeaver.social/post/3m6hoh23na22c,"Cowards. So frightened of being accused of pro trans bias they avoid using anything at all. Except ""born a biological male but identifies as a woman"". The BBC has not been a trans ally in the past. It's laughable. Also calling people groomers/paedos isn't just harrassment, it's slander/libel.",born male
https://bsky.app/profile/andygwaith.bsky.social/post/3m6hjoqpobc2v,"The person is a trans girl. She also didn't identify as a woman - she was a CHILD. Your news item distorts reality.
I also note that the copy USED to read: Ms Brooks, who was 18 at the time, is a trans woman who was born a biological male.",born male
https://bsky.app/profile/jugheadjonzz.bsky.social/post/3m6hds4kg222p,"BBC News article, circa when do we think? 2026? 2027?: ""the victim was a trans woman who was born a biological male, meaning that they had or were in possession of a penis - an organ critics describe as vulgar when erect and indicative of man's biological imperative to rape.""",born male
https://bsky.app/profile/katie-pinns.bsky.social/post/3m6hbnrplrk2a,"They're not lesser women. They’re trans women because they were born with male biology and have chosen to have surgery to appear female, which, they feel, aligns with their gender, not sex. Female isn't earned, it's born",born male
https://bsky.app/profile/noiseless-cream.bsky.social/post/3m6l6tq5bt22b,"haven't posted in awhile so here's a nightgown pic :) 
.
#nsfw #nsfwsky #horny #hornyposting #gooner #nsfwtrans #transnsfw #ftm #nonbinary #bdsm #sexy #spicy #spicysky #goonsky
#tdick #smalltits #smallboobs",born female
https://bsky.app/profile/indentagency.bsky.social/post/3m6kljrds7s2r,"Congratulations to Guadalupe Nettel, winner of the Jan Michalski Literature Prize for STILL BORN! 🎉

“A delicate ode to the complexities of female identities, to their capacity to transform themselves, & beyond, to the power of sisterhood & solidarity among women.”
fondation-janmichalski.com/en/prix",born female
https://bsky.app/profile/alphamelkyway.bsky.social/post/3m6jye7vlqc24,"while it's more of a punishment for the shared name cis gendered born female at birth house mates

&is it even conscious since everybody's under the influence of so many harsh pharma disturbing them&in close quarters

eeh
the transgender outta not have been booted

it's riskier4them than cis gueras",born female
https://bsky.app/profile/fartcaptor.bsky.social/post/3m6iufhipb22y,"I want to know more about Umamusume biology

Like, do they only have female babies? Or do the boys just end up regular humans? What happens if one if those ""boys"" ends up being trans and takes HRT? If a baby is born with both horse ears and a wiener would they be presumed to be intersex?",born female
https://bsky.app/profile/emexdizzy.bsky.social/post/3m6gusixfjf2b,"""Oh, but an INTERSEX transgender man is DIFFERENT from one who is simply born a NORMAL female"" you don't know that. None of us know that. The doctors looked between his legs, did no tests, and said ""I guess it's girl"". Yes, now-a-days we do have tests that *often* catch if a baby is intersex...",born female
https://bsky.app/profile/aricohn.com/post/3m6kxagfhbs2w,"Last night someone was like ""history is irrelevant, tell me how banning misgendering could possibly be weaponizrd against us""

I said ok, TX says trans people don't exist and referring to students by anything other than sex assigned at birth is discriminatory harassment.

Wasn't good enough for em 🤷",birth sex
https://bsky.app/profile/thatbearlifts.bsky.social/post/3m6kle7ox6k26,"A trans woman won the competition and a British competitor filed a complaint amd suddenly the winner was declared ineligible to compete because of the sex on her birth cert. 
Thisnis bullshit for so many reasons and I could not be more furious at my sport of choice.",birth sex
https://bsky.app/profile/wearequeeraf.com/post/3m6k3wlqhjc2y,"ICYMI: Passports

A brief change on the State Department website caused panic last week.

It suggested passports with an X gender marker - or any marker different to their sex assigned at birth - could be “invalidated under federal regulations”. The threat has since been removed.
 
(via Transitics)",birth sex
https://bsky.app/profile/wearequeeraf.com/post/3m6k3wi2nyc2y,"Trump’s push to dismantle Trans+ healthcare rests on a report claiming to be evidence-based.

But @transvestigations.bsky.social reveals its authors were right-wing anti-trans advocates.

Here’s everything else you might have missed this week in Trump’s rapidly shifting United States 🧵",birth sex
https://bsky.app/profile/djnavarro.net/post/3m6izzwo2qk25,"I think it also needs to be noted that the sex recorded at birth and self-described gender questions are structured in a way that will encourage researchers to ignore gender, and by extension puts trans people into a horrible bind in what to write for the sex question if we want our data to count",birth sex
https://bsky.app/profile/manifoldobscura.bsky.social/post/3m6is7uuix22r,"The new questions for the Australian census next year really aren't any better than the last mess regarding trans people. In fact, they will more effectively erase the lives of trans people. The sex question has been replaced with ""sex at birth"". I'll explain why this is an issue. 🧵",birth sex
https://bsky.app/profile/doublehelix.bsky.social/post/3m6i6jebyk22d,"The Olympic Charter says that it is a human right. 

And those rules can be fair, or they can be unfair.

Making trans people compete as their sex assigned at birth is, in most cases, unfair - either to them or to someone else.",birth sex
https://bsky.app/profile/igloopink.bsky.social/post/3m6i4tvp7w22m,"IRT last repost
You really wouldn't expect assigned sex birth to matter very much in queer spaces but I'm constantly finding it actually still matters a lot

Trans women are women enough if they get care before male puberty and get the surgery

Non-passing trans women are called women ""to be nice""",birth sex
https://bsky.app/profile/elizabethtaylor47.bsky.social/post/3m6hluavaxc22,"I realise this post is probably intended slightly flippantly, but I actually do think there is a weird false consciousness from transphobes around this. 

You can tell they don’t *really* think of trans people as our birth sex, and there are all sorts of little tells, like the one you described.",birth sex
https://bsky.app/profile/fallonturing.bsky.social/post/3m6gbtjfeys2v,"It has already been explained to you at length why abortion, birth control, gynecological exams, etc. need to be categorized as men's or general healthcare. Otherwise you have trans men being denied life-saving care because all the insurance company sees is ""man"" if you legally change your sex.",sex at birth
https://bsky.app/profile/cybkitten.bsky.social/post/3m6fyfs744223,"What’s that?! Bathroom laws don’t force trans people to use the bathroom of their sex assigned at birth, instead they force them to disappear by not letting them use any bathroom? Or locker room or change room or certain shelters etc

Who could have possibly seen that coming? Shocking!",sex at birth
https://bsky.app/profile/doublehelix.bsky.social/post/3m6fgo5aqus2m,"You apparently don't understand how hormones or boxing work.

For example, a trans man boxer assigned female at birth is able to compete with other men in his weight class. ""Sex at birth"" is not what matters.

talksport.com/boxing/14769...",sex at birth
https://bsky.app/profile/sobekhotep97.bsky.social/post/3m6fdvccoxc2t,"Huh? 

This doesn’t make any sense. You are asking what sex trans women are assigned at birth and then saying that you’re not asking what sex they are assigned at birth. Which is it?",sex at birth
https://bsky.app/profile/jimboj1968.bsky.social/post/3m6fdkv4apk2x,"No I am not. I haven’t asked about assigning at all.
I have asked what sex are trans women are, at birth?
It’s a simple question. 
The longer this goes on, the weaker your arguments get. 😂😂",sex at birth
https://bsky.app/profile/sobekhotep97.bsky.social/post/3m6fdhwz4bc2t,"That doesn’t make any sense. You are asking what sex trans women are assigned at birth but also that you aren’t asking what sex the y are assigned at birth?

Please make it make sense.",sex at birth
https://bsky.app/profile/jimboj1968.bsky.social/post/3m6fdecl4t22x,"I am asking what sex are trans women when they are born?
 I didn’t ask what sex were they were assigned.
So, to be clear, you claim that the sex of all trans women, at birth, is female?",sex at birth
https://bsky.app/profile/mdasilva.bsky.social/post/3m6f3v2ovrk23,"Wait so if trans people can’t use bathrooms not matching their appearance and can’t use bathrooms not matching their biological sex at birth, what bathrooms can they use?",sex at birth
https://bsky.app/profile/drewkadel.bsky.social/post/3m6ezspt2gs2v,"Liz is trans and an attorney. My understanding of what she just said is that unlike race which is a protected class, or even sex, the current state of the law does not protect against someone who has a sincere belief that people are always the sex assigned at birth. Though intentional harassment is",sex at birth
https://bsky.app/profile/transactualuk.bsky.social/post/3m6erqkj63e2p,"Trans people are being challenged, misgendered and harassed whether they use a facility that aligns with their sex assigned at birth, or not. Many gender non conforming women also report more challenges in gendered spaces.

Read the full report here: transactual.org.uk/gendered-spa...",sex at birth
https://bsky.app/profile/balshumet.bsky.social/post/3m4ikwqtl6d2c,"This related to pushback against transsexualism in general, but the argument very *notably* changes to ""sex cannot change"" and not ""your sex does not exist"". This isn't a minor difference, this is the substance behind the ""we need to change our rhetoric"" push. ""We change sex"" is the current call.",cannot change your sex
https://bsky.app/profile/sobekhotep97.bsky.social/post/3m23mxu5zoc2l,"Damage that cannot be undone? You do realize that it is completely possible to transition back to your previous sex if you choose to, right? 

Also, therapy is part of medical transition. You can’t get any physical sex change procedures without therapy. It’s a medical prerequisite.",cannot change your sex
https://bsky.app/profile/erininthemorning.com/post/3lz2awcvdm42s,"7. Elon Musk amplified a post to 21 million people on his platform calling for transgender women to be institutionalized “for a long time, some of them indefinitely,” adding himself that “the truth is so awful that they murder to keep the lie” of their gender identity",cannot change your sex
https://bsky.app/profile/rachelgilmore.bsky.social/post/3lysvd265uc2d,"Elon Musk and several of the largest accounts on Twitter are doing everything they possibly can in this moment to focus the violent retribution people are braying for right now towards trans people.

It is IMPERATIVE to be loud ally right now and defend the trans community with our whole chest.",cannot change your sex
https://bsky.app/profile/paleofuture.bsky.social/post/3lysj2ikh522w,"Elon Musk’s hateful, anti-trans garbage on Twitter is particularly bad this morning",cannot change your sex
https://bsky.app/profile/b3anz1e.bsky.social/post/3lwkarbqqcs2w,"if a liberal on here said ""I wish ill on Donald Trump"", I doubt that they would receive any penalties.

but if a trans woman says ""I wish ill on JK Rowling"", Bluesky mods bring the hammer down.

meanwhile, JK Rowling has said things that are so terrible on twitter that I'm adding a content warning:",cannot change your sex
https://bsky.app/profile/obol.bsky.social/post/3lwepirwpas2m,"Inherently violent male brains, the only time you've mentioned trans elders, Newsom ""just wants a separate but equal approach,"" a laughably delusional claim about dems getting more progressive, and just for shits and giggles some Mamdani and M̸u̸s̸l̸i̸m̸uncommitted bashing",cannot change your sex
https://bsky.app/profile/tyrithshevakyrus.bsky.social/post/3lwcyn4o7zc2d,"Trans people cannot change their genotypic sex, but they can definitely change their phenotypic sex. That’s part of transitioning bud, changing your phenotypic sex to better fit your brain’s schema of that sex

I IMPLORE you to take a class beyond high school biology please",cannot change your sex
https://bsky.app/profile/auska.esq/post/3lrbh4dnfa22r,"So while social custom has some bearing and there are considerations, it is not and cannot be be compliant with any human rights legislation to treat the birth certificate sex marker as an unalterable cause of exclusion for life. The law MUST be interpreted through HR lens to allow full transition.",unalterable sex
https://bsky.app/profile/jallumi.bsky.social/post/3lkbztq6jss2p,"Most people nowadays understand the meaning of 'biological sex' to mean sex chromosomes, which are undeniably unalterable. 'Gender' is used to mean the physical expression of that, hence transgender is used rather than the old-fashioned 'transsexual' which is ambiguous.
It's just semantics.",unalterable sex
https://bsky.app/profile/solidarity5ever.bsky.social/post/3m6ikfcjftk2d,You don't care if you're factually right or wrong. You won't check. You are going to be opposed to trans people being accepted no matter what the facts are. bsky.app/profile/kilt...,facts don't care
https://bsky.app/profile/imrustyokay.bsky.social/post/3m6la6jof5c25,"I legit had a lot of respect for the BBC as a publicly funded broadcaster, but like this shit just makes me want to vomit.

Like, The BBC should be this impartial broadcaster, covering the facts, but instead it's caving to anti-trans bullshit.",just facts
https://bsky.app/profile/legalclaret.bsky.social/post/3m6j72tcdw22s,"Trans people must have the right to live their lives as far as possible in the way that they want, with no discrimination or interference. Equally, there are some circumstances where the biological reality overrides anything else.",biological reality
https://bsky.app/profile/epochtrace.com/post/3m6hys44x5r27,"Catholic hospitals are standing firm on biological truth: male and female are not choices, they’re reality. No more transgender surgeries or hormones for minors—this isn’t ideology, it’s medicine.",biological reality
https://bsky.app/profile/jambodes.bsky.social/post/3m6hlwurx4c2y,"To use the phrase (as is done in the report) explicitly infers that transgender identity is a contestable ideology, as opposed the reality in both biological fact and UK law. 

4/5",biological reality
https://bsky.app/profile/stuntlover.bsky.social/post/3m6e4ky5fak2c,"Absolutely- trans people have existed in societies around the world since time immemorial, so fighting what is clearly a biological reality is insane. I'm sure that's exactly what an old hippie meant.",biological reality
https://bsky.app/profile/ianfisch.bsky.social/post/3m6baetoxzc2r,"Friend, these are mainstream positions among trans people. 
The latter post is literally just biological reality.",biological reality
https://bsky.app/profile/vurrsys.bsky.social/post/3m6kcxgqrx22q,"I don't think analyzing the material reality of different queer groups is ""oppression olympics"" actually. when will we stop acting like transfems pointing out transmisogyny in queer spaces and talking about intersectionality is ""petty infighting""",material reality
https://bsky.app/profile/andrewcraig.bsky.social/post/3m6hup5d6cs2m,"I'm not in a moral panic about trans people. I'm much more bothered about global warming, Ukraine and tax. But I recognise that whether you're a man or woman is - like your age, height and weight - determined by material reality,  not  by how you feel about yourself.",material reality
https://bsky.app/profile/amaguni.bsky.social/post/3m6lf6ps7ms25,"ian translated a 1991 article on #yaoi  by manga critic Yonezawa Yoshihiro. It traces the evolution of yaoi from the 1970s and examines its popularity among women in the manga/doujinshi sphere. A lot of it still resonates imo.

Read it on neocities here! denpaarchive.neocities.org/yaoi",reality of sex
https://bsky.app/profile/obriensci.bsky.social/post/3m6l57gn7sk2g,"I'd like to see us, liberals, get better at collectively translating conservative-speak. 

For example, ""Women should stay home & take care of the kids.""

In reality, ""Women should stay home to take care of the kids AND ME bc I'm a man-baby who wants a sex-toy servant to wait on me.""",reality of sex
https://bsky.app/profile/robertmullins.bsky.social/post/3m6jn6rbmek2o,"I think sports are the tail wagging the dog. Once we accept trans people in their acquired sex, we enact a social reality. People start to think of their trans friends as like any other man or woman, and wonder why they can't join the netball team. Exclusion becomes something you need to justify.",reality of sex
https://bsky.app/profile/zoelocke.bsky.social/post/3m6f43jzy222f,"We must fight the notion that the Supreme Court's ruling ""settled the issue"" on sex and gender; that it somehow proved that trans people aren't valid.

The Court were explicit that it didn't. A bunch of old men can't retcon decades of research. They can't change reality.

#TransRightsAreHumanRights",reality of sex
https://bsky.app/profile/mineruatreides.bsky.social/post/3m6e6mh3hyk2k,"Intentional misgendering is never warranted, even if the person in question is terrible.
It's not about respect, it's about recognizing the reality of gender as a construct rather than a synonym for a person's sex, of which you only play along with trans people's claims to not be rude.",reality of sex
https://bsky.app/profile/elle-g.bsky.social/post/3m6cctzbblk25,"Yup - that was my point. The transphobes can’t recognise that their “sex is binary, trans people don’t exist” etc. shtick is because they’re ignorant of reality and how knowledge improves over time 😇",reality of sex
https://bsky.app/profile/sidglorious.bsky.social/post/3lzdbfiw2sc2q,"Because Yamato situation ask a lot of questions about what gender identity is, what subversion of gender is, what are the connections between delusion, trauma and gender dysphoria, and if what lead an individual to transition is important to acknowledge their gender identity",gender dysphoria is a delusion
https://bsky.app/profile/petemarchetto.bsky.social/post/3lyzprurbjk2j,"If Streeting wants to find a formulation acceptable to trans people, how about going with the science?

Globally, medical organisations with very few exceptions accept that gender dysphoria is a thing to be acknowledged and treated as a genuine expression of identity, not as some delusion to...",gender dysphoria is a delusion
https://bsky.app/profile/logical-reason.bsky.social/post/3lyrbmm4wfk2q,"There Is no “erasing“ Trans.
It’s called “curing” Gender Dysphoria.

Humoring the delusion is coming to an end.

Gender Dysphoria is the ONLY mental disorder we choose to enable by humoring the delusion of the patient.

Thankfully there is a cure.",gender dysphoria is a delusion
https://bsky.app/profile/petemarchetto.bsky.social/post/3lyn2qm7b4k2q,"Let's talk about medical science, then.

Just about every professional medical body on the planet acknowledges gender dysphoria.

They acknowledge it as a genuine expression of personal identity, that a trans woman is a woman, a trans man a man. They do not categorise it as a delusion to be...",gender dysphoria is a delusion
https://bsky.app/profile/mayde223.bsky.social/post/3lvooztyo642r,"Your name makes no sense.
There is no science behind gender dysphoria. (surveys don't count).
As a former trans person, it's pretty clear to me that most trans ""women"" are simply following a huge online-lead fad. Questioning their self-proclaimed identity isn't hate, it's reality/non-delusion.",gender dysphoria is a delusion
https://bsky.app/profile/mayde223.bsky.social/post/3lvonv2qw342r,"As an atheist and a former trans person, I think the trans critics are correct. Gender dysphoria is not scientifically founded. Unless you believe surveys count as science. But, not everyone buys into the current trans fad as a reflection of reality. More like, socially sanctioned delusion.",gender dysphoria is a delusion
https://bsky.app/profile/logical-reason.bsky.social/post/3lv5eliuyuc2m,"The real issue with trans (Gender Dysphoria) rights is the fact that it’s a mental disorder. 
This is a medical patient rights issue. That is why society pushes back. 
The pro trans movement is expecting (trying to legally force) all members of society to humor the mental disorder delusion.",gender dysphoria is a delusion
https://bsky.app/profile/baltimoredsa.org/post/3ls5z7b5j5c2y,"Earlier this week, the Supreme Court ruled to uphold TN’s ban on puberty blockers & hormones for trans youth despite its violation of the 14th Amendment. How are we to believe in the legitimacy of this court given its flagrant disregard of justice, law, morality, & reality itself?",gender dysphoria is a delusion
https://bsky.app/profile/boloboffin.bsky.social/post/3lrw6thhce22m,"I did not say the dysphoria is a delusion. And I certainly did not suggest that the treatment is telling them they are delusional.

Treating gender dysphoria means to help the transgender person transition to their felt gender. That is what reduces the dysphoria.",gender dysphoria is a delusion
https://bsky.app/profile/parks3.bsky.social/post/3lnfbkhq6cs2p,Gender Dysphoria is a mental illness as is Autogynephilia! Trans people are 0.6% of population and are accepted by most people and can live their best life in peace but cannot demand others to share in their delusion.,gender dysphoria is a delusion
https://bsky.app/profile/m0thdu5t.bsky.social/post/3lmeef66tnc2w,"Being trans, whether it involves physical dysphoria or not, is not a mental illness nor delusion, and it doesn't cause harm to affirm someone in their gender. BIID differs in many ways from it. You also can't transition into having a disability or being a race that you're not.",gender dysphoria is a delusion
https://bsky.app/profile/paulcrider.liberalcurrents.com/post/3lfgvskb5zc2i,"But consider this passage. We don't *have* to explain the fundamental nature of transness, let alone how it relates to a grand unified theory of patriarchy. We just have to extend a basic generosity of self-interpretation to trans people & respect their bodily autonomy & self-determination.",gender dysphoria is a delusion
https://bsky.app/profile/mamacorin.bsky.social/post/3lf45ama3w22m,"This policy frames gender dysphoria as a “short-term delusion,” and suggests therapy and meds as reasonable alternatives to transition. Prison treatment of these women is invasive and inhumane, with added humiliation by confiscation of canteen items and head shaving mandated for non-compliance.",gender dysphoria is a delusion
https://bsky.app/profile/taliabhatt.itch.io/post/3les7sjw6wk24,"This really hits the bull's-eye on gender-conservative and cissexist--not just refusal, but outright *inability* to conceive of transmasculinity in nonderivative terms, as something disconnected from transfem corruption or wayward lesbianism.",gender dysphoria is a delusion
https://bsky.app/profile/trash-panda3729.bsky.social/post/3lbo47czltc22,"Because it isn't a delusion. Gender dysphoria is a thing, as well as a scientific basis for trans identity. 

There are some who also want to play with their identity, and that can be tough for others to be comfortable around, but gender is a social construct anyway.",gender dysphoria is a delusion
https://bsky.app/profile/corporatecuck.bsky.social/post/3laewo7qljw2w,Gender dysphoria is a delusion and has historically been treated as such. Now that there’s an industrial complex built around gender affirming surgeries there’s a corporate push to enable it. It leaves the patient sterile  and in most cases they’re still depressed after.,gender dysphoria is a delusion
https://bsky.app/profile/mitildide.bsky.social/post/3khw55irjwx2s,"En matière de transidentité, comme d'homosexualité, comme de racisme, les gens qui ""ne font que se poser des questions"" sont juste des gens qui savent que s'ils posent leurs réponses trop vite, personne ne les écoutera, car elles sont monstrueuses et stupides.",gender dysphoria is a delusion
https://bsky.app/profile/forestrising.bsky.social/post/3m6lfu7sdas2m,"Don't Let The Empire Gaslight You Into Believing You Are Powerless. We are never powerless because we always have the ability to help foment a revolutionary zeitgeist. Liberate ourselves from the delusion of ego, to radically transform our quality of life. www.caitlinjohnst.one/p/dont-let-t...",delusion
https://bsky.app/profile/dmrdynamics.bsky.social/post/3m6lfsldrf22n,"It’s not the basic technology that’s the problem, it’s how it’s used.  

A translator does not “pretend” to converse as if a living person.  

It performs one, mundane function, concretely, without setting up the illusion/delusion that’s you’re interacting with a conscious entity.",delusion
https://bsky.app/profile/heisrotting.bsky.social/post/3m6lehjfzf22t,Durge wallowing importance list apparently puts “transgender dysphoria” on the same level as “delusion that I will cause the end of the world.” That totally makes sense thank you me,delusion
https://bsky.app/profile/adrianriskin.kolektiva.social.ap.brid.gy/post/3m6l6lj7y77c2,I understand why people approve of violent coercive social systems -- they benefit from them! But to deny the obvious fact that violence is required to keep the system working is so transparently self-delusion I'd think they'd be embarrassed to expose themselves […],delusion
https://bsky.app/profile/mari-rochelle.bsky.social/post/3m5vwwf7rbk2j,FACT: Being trans is a part of the natural spectrum of human diversity.,psychological disorder
https://bsky.app/profile/nodanaonlyjules.bsky.social/post/3m662ylxz3s2r,"Just saw and she looks legitimately terrible! Basically 0% chance someone's body *transitions to* that state without a serious GI or psych disorder.

Really sad. I think she's great!",psych disorder
https://bsky.app/profile/dawnlaurier.bsky.social/post/3m43aqioq4k2m,"> personality disorder

This is an aspect I didn't get to discuss w/ anyone. My ""?!"" flag lit up at the nod to ""so many ill-advised posts w/o that ideology.""

Compartmentalization even if inebriated and/or depressed is normal in certain work. And certain psych gets fed by concealed transgression.",psych disorder
https://bsky.app/profile/psychannals.bsky.social/post/3m3rvnti7rs2l,"Attention-deficit/hyperactivity disorder (ADHD) frequently co-occurs with substance use disorder (SUD), particularly in transitional-age youth, presenting complex diagnostic and therapeutic challenges. 

Read more: tinyurl.com/546y3era

#Psych #ADHD #Psychiatry",psych disorder
https://bsky.app/profile/forhanforohio.bsky.social/post/3m6kyoffvnc2v,How about the Times’s coverage of the science of transgenderism? Are you familiar with the sourcing policies on those articles?,transgenderism
https://bsky.app/profile/amethystcrystals.bsky.social/post/3m6krquf2kk2x,"@wonderhorse.bsky.social got annoyed at me for calling Corbyn irrelevant and started talking about how ""honest"" of a man Corbyn is.

I searched ""trans"" on Wonderhorse's account, and here they are defending Keir Starmer's transphobia.",transgenderism
https://bsky.app/profile/transmisc.bsky.social/post/3m6kmekcse222,sometimes people ask me why I'm more sensible than the average tboy (sorry lads) and I'm like I've literally just been in the game for way longer than most vocal transmascs. about to hit 15 years of public transgenderism-- half my life!,transgenderism
https://bsky.app/profile/fiercemilder.com/post/3m6k5bbwyok27,"The clip drum that day where one of the siblings (I think Simeon) is being carried by all four limbs like he's flying and yells ""transgenderism!"" as he 'takes off' is one of my all time favourites.",transgenderism
https://bsky.app/profile/frenziedfry.bsky.social/post/3m6j3e6ftcs2i,"Why do people say ""Transgenderism"" like trans people have the damn neurax worm from plague inc and we are a hivemind",transgenderism
https://bsky.app/profile/crossingdelta.bsky.social/post/3m6ipkdours2e,started watching days specifically because doing so unlocks extra rewards in chain of memories (lmao) but holy shit . the transgenderism is unparalleled. 358/2 days is the story of a trans woman who has to come to terms with her identity while dealing with vivid kin memories of being sora,transgenderism
https://bsky.app/profile/dragoncobolt.bsky.social/post/3m6inaa7tzc2r,"a young trans woman is frozen in the 2020s and wakes up in the distant gender year of X981 - where genders have become so advanced that her primitive transgenderism is a facet of delight and awe for the far future x-gender superbeings. It's like unfrozen 50s caveman, but with more yuri",transgenderism
https://bsky.app/profile/originalsin.bsky.social/post/3m6in25kh7225,"the transgenderism leaving my body when he says ""inty shatra""",transgenderism
https://bsky.app/profile/2legged.mastodon.ie.ap.brid.gy/post/3m6ihxxdhq5y2,"#EnochBurke is in prison again. He still lies that he is jailed for his anti-#trans beliefs. The truth is that Burke is a disruptive bully. He is jailed only for defying court orders to stay away from the school.

The #HighCourt judgment by #JusticeBrianCregan at […] 

[Original post on mastodon.ie]",transgenderism
https://bsky.app/profile/dryad.technology/post/3m6id4tte2s2h,"The name's short for ""Kids Online Safety Act"", but it is an internet censorship bill. The Republicans are openly saying we need to pass the bill to prevent the spread of homosexuality/transgenderism, and for some reason the Democrats who are cosponsoring the act are pretending they didn't hear that.",transgenderism
https://bsky.app/profile/zejety.bsky.social/post/3m6hzdyuw722i,"They don't hate trans people, Casey! 

They only hate tRanSgEndeRisM. And all trans people happen to be transgenderists🫠",transgenderism
https://bsky.app/profile/needeuji.bsky.social/post/3m6hytb7ujk2m,"how do i explain i love cock... ive been settling on the nonbinary femboy route of transgenderism and i just need t without my family literallty disowning... was so close.
they already ask about body hair... and my voice makes me super dysphoric. idm my body as its not something i want policed but..",transgenderism
https://bsky.app/profile/thehandwixard.bsky.social/post/3m6hyphhunk2g,my other favorite isekai but not one that i would personally like is fantaji bishojo juniku ojisan to which is yknow. transgenderism. also surviving romance but thats a slightly different genre it focuses More on the timeloop than fantasy isekai stuff,transgenderism
https://bsky.app/profile/girllich.bsky.social/post/3m6hpchpkrk2e,Of course I'm serious. Transgenderism and transhumanism is essentially the same thing (as someone who is both),transgenderism
https://bsky.app/profile/kflynny369.bsky.social/post/3m6he7srwxs2n,Indeed. It is strange that the advocates for transgenderism consider themselves progressive and yet take such drastic measures to put non-confirming children into categories based on stereotypes.,transgenderism
https://bsky.app/profile/helenm40.bsky.social/post/3m6hba4nox224,"The 'gender critical' hate movement has openly called for 'the eradication of transgenderism'. 

What would you call that, other than a death threat?",transgenderism
https://bsky.app/profile/starlittexan.bsky.social/post/3m6gg375d722n,"It'll sound something like he was the country's best chance at turning away an invasion of immigrants and halting the spread of transgenderism, DEI, and socialism which threatened the very foundation of America.",transgenderism
https://bsky.app/profile/irondonkey.bsky.social/post/3m6fmsbh3zk2i,"You would not be invoking your little wifey's supposed PhD in the science of Anthropology if you were not attempting to claim that ""transgenderism"" is a new form of evolutionary progress.  Even though its' very nature stands in denial of Darwin's principles...",transgenderism
https://bsky.app/profile/cpi.pinball.horse/post/3m6fjj4jr7s2u,"tired: transgenderism killed Charlie Kirk
wired: France killed Charlie Kirk",transgenderism
https://bsky.app/profile/orenshedherskin.bsky.social/post/3m6fibkrgkc2x,"Mostly just agreeing with you, people should do transgenderism and transexuality in ways that feel good and be normal to folks who do it differently than them.",transgenderism
https://bsky.app/profile/chudonew.bsky.social/post/3m6fb5euyr22b,"Republicans Want You Dead or Subservient: What do you do about that?

The people who absorbed Kirk’s message about “eradicating transgenderism from public life” remain armed, organized, and convinced that violence is both necessary and justified.

medium.com/@carmitage/r...",transgenderism
https://bsky.app/profile/soapsmoker.trans.army/post/3m6faekj2bs2q,"I think cultural transgenderism can be beautiful for exploring, as a community,what being trans CAN mean and how people CAN navigate it but we don’t need to argue about the right or wrong ways to be trans. I am a transexual because I am and transgender because I am and I define what that means to me",transgenderism
